City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Baker City,44.7749,-117.8344,35.6,60,90,3.0,US,2021-02-03 18:45:40
282,Georgetown,5.4112,100.3354,80.6,78,20,5.59,MY,2021-02-03 18:45:04
283,Deputatskiy,69.3,139.9,-20.69,89,100,2.55,RU,2021-02-03 18:45:40
284,Asau,46.4333,26.4,37.4,100,90,10.36,RO,2021-02-03 18:45:40
285,Puerto Del Rosario,28.5004,-13.8627,68.0,64,0,12.66,ES,2021-02-03 18:45:40
286,Tura,25.5198,90.2201,59.94,57,0,3.11,IN,2021-02-03 18:45:40
287,Tynda,55.1667,124.7167,-37.19,78,0,3.44,RU,2021-02-03 18:45:40
288,Namibe,-15.1961,12.1522,73.09,72,99,10.16,AO,2021-02-03 18:45:40
289,Hamilton,39.1834,-84.5333,36.0,69,0,1.99,US,2021-02-03 18:42:15
290,Lagoa,39.05,-27.9833,54.21,67,12,32.39,PT,2021-02-03 18:45:40
291,Tiksi,71.6872,128.8694,-28.59,85,0,1.77,RU,2021-02-03 18:45:23
292,Maceio,-9.6658,-35.7353,87.8,55,20,14.97,BR,2021-02-03 18:42:58
293,Mamlyutka,54.9375,68.5394,8.55,94,0,7.74,KZ,2021-02-03 18:45:41
294,Banda Aceh,5.5577,95.3222,78.39,80,45,12.84,ID,2021-02-03 18:45:41
295,Hailey,43.5196,-114.3153,28.4,64,1,3.44,US,2021-02-03 18:45:41
296,Ciudad Real,39.0,-4.0,54.0,83,100,6.11,ES,2021-02-03 18:45:41
297,Taguatinga,-12.3857,-46.5711,89.53,48,100,1.81,BR,2021-02-03 18:45:41
298,Llaillay,-32.85,-70.9667,88.0,77,20,9.22,CL,2021-02-03 18:45:41
299,Umm Lajj,25.0213,37.2685,76.93,66,55,3.29,SA,2021-02-03 18:45:41
300,Le Portel,50.7056,1.5757,48.2,87,75,12.66,FR,2021-02-03 18:45:41
301,Kurumkan,54.3,110.3,-11.47,83,93,2.51,RU,2021-02-03 18:45:42
302,Sambava,-14.2667,50.1667,80.42,81,99,8.14,MG,2021-02-03 18:42:21
303,Mayrtup,43.2017,46.1333,35.6,100,90,4.47,RU,2021-02-03 18:45:42
304,Tezu,27.9167,96.1667,61.9,36,27,3.94,IN,2021-02-03 18:45:42
305,Pimentel,-6.8367,-79.9342,80.6,57,0,17.27,PE,2021-02-03 18:45:42
306,Changli,39.7042,119.1506,21.54,70,0,2.37,CN,2021-02-03 18:45:42
307,Ossora,59.2353,163.0719,22.68,92,94,12.93,RU,2021-02-03 18:45:42
308,Dire,12.2833,-10.9667,86.38,12,100,1.61,ML,2021-02-03 18:45:42
309,Urumqi,43.801,87.6005,14.0,85,2,2.24,CN,2021-02-03 18:42:27
310,Tagusao,9.1924,117.8141,77.61,81,81,4.03,PH,2021-02-03 18:45:42
311,Surok,56.4469,48.1214,17.6,93,75,11.18,RU,2021-02-03 18:45:42
312,Ormara,25.2088,64.6357,71.96,32,0,16.64,PK,2021-02-03 18:45:43
313,Mangan,27.5167,88.5333,52.39,37,0,5.7,IN,2021-02-03 18:45:43
314,Longyearbyen,78.2186,15.6401,24.8,68,75,11.5,SJ,2021-02-03 18:45:43
315,Paita,-5.0892,-81.1144,84.2,54,0,14.97,PE,2021-02-03 18:45:43
316,Fortuna,40.5982,-124.1573,48.99,81,90,6.91,US,2021-02-03 18:45:43
317,Naze,28.3667,129.4833,51.35,69,0,3.85,JP,2021-02-03 18:45:44
318,Trinidad,-14.8333,-64.9,87.8,70,75,4.61,BO,2021-02-03 18:45:44
319,Bolshaya Sosnova,57.6713,54.6029,6.33,94,100,4.12,RU,2021-02-03 18:45:44
320,Kununurra,-15.7667,128.7333,80.6,100,100,1.14,AU,2021-02-03 18:45:44
321,Nandigama,16.7833,80.3,65.93,82,0,4.92,IN,2021-02-03 18:45:44
322,Billings,45.7833,-108.5007,39.99,48,90,18.41,US,2021-02-03 18:45:44
323,Kapoeta,4.7717,33.5903,84.87,22,0,11.52,SS,2021-02-03 18:45:44
324,Marawi,7.9986,124.2928,75.99,92,99,4.0,PH,2021-02-03 18:45:44
325,Itaituba,-4.2761,-55.9836,91.4,58,40,5.75,BR,2021-02-03 18:40:59
326,Maryborough,-25.5333,152.7,73.0,86,27,1.01,AU,2021-02-03 18:45:44
327,Svetlaya,46.5389,138.3297,-10.52,86,53,8.52,RU,2021-02-03 18:45:45
328,Ponta Do Sol,32.6667,-17.1,62.6,63,40,4.61,PT,2021-02-03 18:45:45
329,Selikhino,50.3672,137.4996,-22.18,86,100,7.23,RU,2021-02-03 18:45:45
330,Sale,34.0389,-6.8166,60.01,94,35,1.23,MA,2021-02-03 18:42:43
331,Nola,40.922,14.5329,55.99,78,5,2.98,IT,2021-02-03 18:45:45
332,Avarua,-21.2078,-159.775,82.4,78,20,8.05,CK,2021-02-03 18:45:11
333,Sao Paulo De Olivenca,-3.3783,-68.8725,93.24,48,79,2.57,BR,2021-02-03 18:45:45
334,Uige,-7.6087,15.0613,68.49,92,92,3.71,AO,2021-02-03 18:45:45
335,Okitipupa,6.5047,4.7839,79.97,80,0,4.54,NG,2021-02-03 18:45:45
336,Sapele,5.8941,5.6767,82.78,73,0,7.56,NG,2021-02-03 18:45:46
337,Abu Dhabi,24.4667,54.3667,68.0,77,0,5.75,AE,2021-02-03 18:45:46
338,Goyty,43.1642,45.6228,35.6,100,90,4.47,RU,2021-02-03 18:45:46
339,Nizhniy Tsasuchey,50.5167,115.1333,-4.22,91,100,4.61,RU,2021-02-03 18:45:46
340,Windsor,42.3001,-83.0165,33.01,51,1,9.22,CA,2021-02-03 18:44:15
341,Hanzhong,33.0728,107.0303,44.35,51,100,2.93,CN,2021-02-03 18:45:47
342,Madimba,-10.4,40.3333,79.23,76,42,3.96,TZ,2021-02-03 18:45:47
343,Charyshskoye,51.3978,83.5598,30.6,93,100,11.63,RU,2021-02-03 18:45:47
344,Sao Joao Da Barra,-21.6403,-41.0511,87.8,51,0,23.02,BR,2021-02-03 18:45:47
345,Mehamn,71.0357,27.8492,30.2,59,75,23.35,NO,2021-02-03 18:45:47
346,Kavaratti,10.5669,72.642,81.37,63,49,3.87,IN,2021-02-03 18:45:47
347,Saint Johnsbury,44.4192,-72.0151,30.2,74,100,9.46,US,2021-02-03 18:45:47
348,Kaputa,-8.4689,29.6619,71.17,77,96,3.2,ZM,2021-02-03 18:45:47
349,Soissons,49.3333,3.3333,46.99,84,72,8.99,FR,2021-02-03 18:45:47
350,Margate,51.3813,1.3862,46.99,86,100,1.01,GB,2021-02-03 18:45:48
351,Grand Gaube,-20.0064,57.6608,79.0,80,1,5.99,MU,2021-02-03 18:45:48
352,Aguimes,27.9054,-15.4461,66.2,68,20,13.8,ES,2021-02-03 18:45:48
353,Mopipi,-21.1833,24.8833,75.22,76,100,14.16,BW,2021-02-03 18:45:48
354,Upernavik,72.7868,-56.1549,-13.59,77,0,3.71,GL,2021-02-03 18:45:48
355,Mimoso Do Sul,-21.0642,-41.3664,84.16,68,30,6.51,BR,2021-02-03 18:45:48
356,Dikson,73.5069,80.5464,-2.74,92,100,18.25,RU,2021-02-03 18:45:48
357,San Ramon,37.7799,-121.978,54.0,71,1,4.61,US,2021-02-03 18:45:47
358,Huambo,-12.7761,15.7392,62.47,88,99,6.4,AO,2021-02-03 18:45:48
359,Huadian,42.9633,126.7478,-8.25,87,0,10.85,CN,2021-02-03 18:45:48
360,Yerbogachen,61.2767,108.0108,-14.03,89,100,3.6,RU,2021-02-03 18:45:48
361,Pietersburg,-23.9045,29.4688,69.8,83,40,6.91,ZA,2021-02-03 18:45:48
362,Mulege,26.8833,-111.9833,79.25,24,1,3.76,MX,2021-02-03 18:45:48
363,Dordrecht,51.81,4.6736,46.99,94,100,5.01,NL,2021-02-03 18:45:49
364,Lavrentiya,65.5833,-171.0,-12.12,82,0,15.68,RU,2021-02-03 18:45:49
365,Dulce Grande,23.0,-102.1667,71.6,24,40,2.21,MX,2021-02-03 18:45:49
366,Aykhal,66.0,111.5,-25.78,83,100,1.61,RU,2021-02-03 18:45:49
367,Severo-Kurilsk,50.6789,156.125,11.03,92,100,33.58,RU,2021-02-03 18:45:11
368,Zhanakorgan,43.9098,67.2495,34.32,82,76,2.62,KZ,2021-02-03 18:45:49
369,Grindavik,63.8424,-22.4338,37.4,81,90,23.02,IS,2021-02-03 18:45:49
370,Yenagoa,4.9247,6.2642,81.19,78,12,7.76,NG,2021-02-03 18:45:50
371,Kaeo,-35.1,173.7833,57.0,94,99,1.99,NZ,2021-02-03 18:45:50
372,Kumluca,36.3703,30.2869,59.88,62,44,2.53,TR,2021-02-03 18:45:50
373,Lorengau,-2.0226,147.2712,80.85,72,69,1.41,PG,2021-02-03 18:45:50
374,Devils Lake,48.1128,-98.8651,26.6,86,90,12.66,US,2021-02-03 18:45:35
375,Ensley,30.5188,-87.2728,59.0,26,1,10.36,US,2021-02-03 18:42:45
376,Romitan,39.9343,64.3814,42.8,75,0,4.61,UZ,2021-02-03 18:45:50
377,Cumbal,0.9088,-77.7915,60.8,67,75,11.5,CO,2021-02-03 18:45:50
378,Aksha,50.2814,113.2867,3.78,90,79,4.74,RU,2021-02-03 18:45:50
379,Havoysund,70.9963,24.6622,30.2,69,75,27.63,NO,2021-02-03 18:45:50
380,Manzhouli,49.6,117.4333,-7.47,90,100,3.09,CN,2021-02-03 18:45:51
381,Coquimbo,-29.9533,-71.3436,66.2,68,0,18.41,CL,2021-02-03 18:42:33
382,Saint-Pierre,-21.3393,55.4781,80.6,74,0,1.14,RE,2021-02-03 18:45:51
383,Baoying,33.2292,119.3092,38.46,73,0,10.58,CN,2021-02-03 18:45:51
384,Nador,35.174,-2.9287,60.8,67,0,6.91,MA,2021-02-03 18:45:51
385,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,82.4,83,75,3.44,BR,2021-02-03 18:45:51
386,Degollado,20.467,-102.1498,85.87,13,0,1.32,MX,2021-02-03 18:45:51
387,Gornopravdinsk,60.05,69.9,11.01,95,100,8.39,RU,2021-02-03 18:45:51
388,Preobrazheniye,42.9019,133.9064,1.63,84,0,9.08,RU,2021-02-03 18:45:51
389,Aklavik,68.2191,-135.0107,-41.8,66,1,2.3,CA,2021-02-03 18:45:51
390,Vanimo,-2.6741,141.3028,77.43,87,100,8.77,PG,2021-02-03 18:45:51
391,Zlobin,45.2924,14.6541,55.4,88,75,12.66,HR,2021-02-03 18:45:52
392,Sant Feliu De Guixols,41.7833,3.0333,57.0,25,53,3.06,ES,2021-02-03 18:45:03
393,Bandarbeyla,9.4942,50.8122,73.67,68,0,19.75,SO,2021-02-03 18:45:52
394,Somerset East,-32.7217,25.588,68.38,67,0,10.22,ZA,2021-02-03 18:45:52
395,Ilyich,40.8464,68.5067,46.33,73,0,2.91,KZ,2021-02-03 18:45:52
396,Buritis,-15.6178,-46.4233,84.27,58,100,5.14,BR,2021-02-03 18:45:52
397,Kudahuvadhoo,2.6708,72.8944,81.59,80,97,17.76,MV,2021-02-03 18:45:52
398,Vuktyl,63.8567,57.3094,7.18,95,95,6.53,RU,2021-02-03 18:45:52
399,Tutoia,-2.7619,-42.2744,89.6,62,20,19.57,BR,2021-02-03 18:45:52
400,Sarstedt,52.2333,9.85,46.0,76,100,4.0,DE,2021-02-03 18:45:52
401,Mojo,8.6,39.1167,59.52,31,0,7.76,ET,2021-02-03 18:45:52
402,Slave Lake,55.2834,-114.769,-4.0,65,1,11.5,CA,2021-02-03 18:45:52
403,Komsomolskiy,40.4272,71.7189,35.6,75,0,6.91,UZ,2021-02-03 18:45:53
404,Churapcha,62.0025,132.4325,-47.85,76,53,2.95,RU,2021-02-03 18:45:53
405,Fairbanks,64.8378,-147.7164,-18.4,69,75,6.91,US,2021-02-03 18:44:12
406,Bilibino,68.0546,166.4372,1.33,84,100,8.59,RU,2021-02-03 18:45:53
407,Yangjiang,21.85,111.9667,60.94,86,71,2.93,CN,2021-02-03 18:45:53
408,Avallon,47.4833,3.9,45.54,86,46,12.62,FR,2021-02-03 18:45:53
409,Conceicao Do Araguaia,-8.2578,-49.2647,86.9,62,0,4.54,BR,2021-02-03 18:45:53
410,Chicama,-7.8447,-79.1469,75.2,83,0,9.22,PE,2021-02-03 18:45:53
411,Ahuimanu,21.4447,-157.8378,71.6,83,90,10.36,US,2021-02-03 18:45:54
412,Klyuchi,52.2667,79.1667,33.04,98,100,13.06,RU,2021-02-03 18:45:54
413,Guasdualito,7.2424,-70.7324,96.1,31,0,5.41,VE,2021-02-03 18:45:54
414,Huanren,41.2647,125.3667,-0.65,86,0,1.39,CN,2021-02-03 18:45:54
415,Alghero,40.5589,8.3181,59.0,77,0,13.8,IT,2021-02-03 18:44:15
416,Llangefni,53.2556,-4.3106,48.0,87,40,11.5,GB,2021-02-03 18:45:54
417,Arlit,18.7369,7.3853,72.79,19,0,14.74,NE,2021-02-03 18:45:54
418,Pochutla,15.7432,-96.4661,86.0,61,20,8.79,MX,2021-02-03 18:45:54
419,Whitefish,48.4111,-114.3376,33.01,74,90,2.46,US,2021-02-03 18:45:54
420,Hualmay,-11.0964,-77.6139,75.99,62,6,10.6,PE,2021-02-03 18:45:25
421,Alofi,-19.0595,-169.9187,75.2,100,100,6.91,NU,2021-02-03 18:45:54
422,Cap Malheureux,-19.9842,57.6142,79.0,80,0,5.99,MU,2021-02-03 18:45:54
423,Emba,48.8264,58.1442,26.87,96,100,7.99,KZ,2021-02-03 18:45:55
424,Kenora,49.8167,-94.4337,23.0,74,90,10.36,CA,2021-02-03 18:45:55
425,Rodino,52.5,80.25,32.52,97,100,15.17,RU,2021-02-03 18:45:55
426,Mayo,38.8876,-76.5119,37.99,65,90,12.66,US,2021-02-03 18:45:55
427,Gilbues,-9.8317,-45.3439,89.71,43,80,5.17,BR,2021-02-03 18:45:55
428,Bilma,18.6853,12.9164,68.94,24,0,13.96,NE,2021-02-03 18:45:55
429,Manavalakurichi,8.1333,77.3,84.2,79,20,11.21,IN,2021-02-03 18:45:55
430,Tilichiki,60.4667,166.1,21.96,95,97,35.9,RU,2021-02-03 18:45:56
431,Esperance,-33.8667,121.9,59.0,63,75,17.27,AU,2021-02-03 18:45:56
432,Udachnyy,66.4167,112.4,-23.93,84,100,4.94,RU,2021-02-03 18:45:56
433,Richards Bay,-28.783,32.0377,75.38,93,100,5.28,ZA,2021-02-03 18:45:56
434,Merauke,-8.4667,140.3333,78.84,88,71,13.0,ID,2021-02-03 18:45:56
435,Belmonte,-15.8631,-38.8828,82.4,69,20,11.5,BR,2021-02-03 18:45:56
436,Christchurch,-43.5333,172.6333,57.0,76,90,9.22,NZ,2021-02-03 18:45:15
437,Kabompo,-13.5927,24.2008,65.37,93,100,2.8,ZM,2021-02-03 18:45:56
438,Vawkavysk,53.1561,24.4513,31.89,99,100,3.33,BY,2021-02-03 18:45:56
439,Nokaneng,-19.6667,22.2667,73.78,84,100,3.09,BW,2021-02-03 18:45:56
440,Raudeberg,61.9875,5.1352,24.8,68,0,8.05,NO,2021-02-03 18:45:56
441,Hornepayne,49.2138,-84.7705,26.42,93,100,5.44,CA,2021-02-03 18:45:56
442,Karachi,24.9056,67.0822,66.2,88,0,3.44,PK,2021-02-03 18:45:57
443,Erzin,36.9559,36.2,59.0,82,75,4.61,TR,2021-02-03 18:45:57
444,Celestun,20.8667,-90.4,72.28,51,4,6.89,MX,2021-02-03 18:45:57
445,Eureka,40.8021,-124.1637,48.99,86,88,5.99,US,2021-02-03 18:45:57
446,Strezhevoy,60.7333,77.5889,14.0,92,90,6.71,RU,2021-02-03 18:44:17
447,Wanaka,-44.7,169.15,55.99,67,87,1.01,NZ,2021-02-03 18:45:57
448,Altagracia De Orituco,9.8601,-66.3814,90.9,38,12,6.58,VE,2021-02-03 18:45:57
449,Waverly,42.7392,-84.6208,30.99,59,1,3.44,US,2021-02-03 18:45:57
450,Beloha,-25.1667,45.05,78.84,65,0,12.95,MG,2021-02-03 18:45:57
451,Chiang Rai,19.9167,99.9167,62.6,88,0,1.99,TH,2021-02-03 18:45:57
452,At-Bashi,41.1702,75.8106,8.96,65,0,2.13,KG,2021-02-03 18:45:57
453,Bangui,4.3612,18.555,84.2,54,17,2.19,CF,2021-02-03 18:45:58
454,Pudozh,61.8099,36.5345,20.23,97,100,6.31,RU,2021-02-03 18:45:58
455,Port Lincoln,-34.7333,135.8667,65.79,64,100,6.15,AU,2021-02-03 18:45:33
456,Coihueco,-36.6167,-71.8333,89.6,25,0,5.75,CL,2021-02-03 18:45:58
457,Gazojak,41.1875,61.4036,47.28,64,73,8.43,TM,2021-02-03 18:45:58
458,Flinders,-34.5833,150.8552,66.99,83,13,1.01,AU,2021-02-03 18:45:58
459,Karatau,43.1667,70.4667,35.01,79,33,3.42,KZ,2021-02-03 18:45:58
460,Salinas,36.6777,-121.6555,53.01,76,1,4.5,US,2021-02-03 18:44:26
461,Waingapu,-9.6567,120.2641,76.5,87,100,11.97,ID,2021-02-03 18:45:58
462,San Bartolome De Tirajana,27.9248,-15.5733,66.2,68,20,13.8,ES,2021-02-03 18:45:58
463,College Place,46.0493,-118.3883,45.0,87,90,6.91,US,2021-02-03 18:45:58
464,Sitka,57.0531,-135.33,35.6,80,90,6.91,US,2021-02-03 18:41:20
465,San Antonio,29.4241,-98.4936,71.01,60,20,12.66,US,2021-02-03 18:41:52
466,Narsaq,60.9167,-46.05,15.8,53,75,8.05,GL,2021-02-03 18:45:59
467,Hillsborough,37.5741,-122.3794,55.99,67,75,3.44,US,2021-02-03 18:45:59
468,Puri,19.8,85.85,66.2,82,0,4.5,IN,2021-02-03 18:45:59
469,Marsa Matruh,31.3525,27.2453,62.6,88,0,11.5,EG,2021-02-03 18:45:59
470,Caranavi,-15.8167,-67.55,76.91,67,91,2.28,BO,2021-02-03 18:45:59
471,Koboko,3.4136,30.9599,74.46,32,1,3.11,UG,2021-02-03 18:45:59
472,Ocos,14.5094,-92.1933,89.6,51,40,5.75,GT,2021-02-03 18:45:59
473,Svetlogorsk,52.6333,29.7333,33.82,98,100,5.91,BY,2021-02-03 18:45:59
474,Nichinan,31.6,131.3667,35.01,80,0,5.01,JP,2021-02-03 18:45:59
475,Sayyan,15.1718,44.3244,45.5,50,0,4.0,YE,2021-02-03 18:45:59
476,Kalabo,-14.97,22.6814,69.22,85,100,7.54,ZM,2021-02-03 18:46:00
477,Cayenne,4.9333,-52.3333,84.2,74,90,18.41,GF,2021-02-03 18:46:00
478,Gat,31.61,34.7642,66.0,62,71,11.97,IL,2021-02-03 18:46:00
479,Basco,20.4487,121.9702,72.0,77,25,25.17,PH,2021-02-03 18:46:00
480,Joao Pinheiro,-17.7425,-46.1725,81.9,65,36,5.88,BR,2021-02-03 18:45:48
481,Tupik,54.4253,119.9327,-33.79,78,0,1.77,RU,2021-02-03 18:46:00
482,Plettenberg Bay,-34.0527,23.3716,67.26,89,19,3.83,ZA,2021-02-03 18:46:00
483,Deniliquin,-35.5333,144.9667,64.0,62,83,3.89,AU,2021-02-03 18:46:00
484,Kalaleh,37.3807,55.4916,46.4,81,0,4.61,IR,2021-02-03 18:46:01
485,Sorland,67.667,12.6934,32.0,59,40,21.85,NO,2021-02-03 18:46:01
486,Vostok,46.4856,135.8833,-22.05,87,100,5.06,RU,2021-02-03 18:46:01
487,Faya,18.3851,42.4509,60.8,82,0,4.23,SA,2021-02-03 18:46:01
488,Matamoros,25.5333,-103.25,69.8,28,40,1.74,MX,2021-02-03 18:45:34
489,Saint-Leu,-21.15,55.2833,80.6,74,0,1.14,RE,2021-02-03 18:46:01
490,De-Kastri,51.4667,140.7833,-23.12,80,54,4.43,RU,2021-02-03 18:46:01
491,Miri,4.4148,114.0089,75.2,100,40,9.19,MY,2021-02-03 18:46:01
492,Mukhen,48.1,136.1,-18.44,83,37,8.61,RU,2021-02-03 18:46:01
493,Srikakulam,18.3,83.9,66.83,66,0,5.53,IN,2021-02-03 18:46:01
494,Coihaique,-45.5752,-72.0662,82.4,34,0,5.75,CL,2021-02-03 18:46:02
495,Cedar City,37.6775,-113.0619,51.8,50,1,19.57,US,2021-02-03 18:43:41
496,Atar,20.5169,-13.0499,77.18,17,0,1.77,MR,2021-02-03 18:46:02
497,Krasnoshchekovo,51.6708,82.7289,29.57,95,100,22.35,RU,2021-02-03 18:46:02
498,Jardim,-21.4803,-56.1381,91.35,53,92,5.82,BR,2021-02-03 18:46:02
499,Chapais,49.7834,-74.8492,26.6,59,1,17.27,CA,2021-02-03 18:46:02
500,Terme,41.2092,36.9739,51.8,82,0,6.91,TR,2021-02-03 18:46:02
501,Majene,-3.5403,118.9707,79.32,78,100,8.23,ID,2021-02-03 18:46:02
502,Rolla,37.9514,-91.7713,48.99,53,1,8.05,US,2021-02-03 18:46:03
503,Corowa,-36.0333,146.3833,62.01,69,68,10.16,AU,2021-02-03 18:46:03
504,San Cristobal,7.7669,-72.225,89.6,45,20,11.5,VE,2021-02-03 18:46:03
505,Nyurba,63.2842,118.3319,-23.91,86,100,4.25,RU,2021-02-03 18:46:03
506,Mega,4.05,38.3,64.44,28,0,11.63,ET,2021-02-03 18:46:03
507,Innisfail,-17.5333,146.0333,74.95,83,86,3.49,AU,2021-02-03 18:46:03
508,Bumba,2.1833,22.4667,81.12,53,0,1.41,CD,2021-02-03 18:46:03
509,Ambulu,-8.345,113.6058,76.82,88,100,2.15,ID,2021-02-03 18:46:03
510,Zyryanovsk,49.7386,84.2719,21.94,97,100,0.47,KZ,2021-02-03 18:46:03
511,Mendota,36.7536,-120.3816,53.01,62,1,16.11,US,2021-02-03 18:46:03
512,Youkounkoun,12.5333,-13.1333,90.39,14,10,3.11,GN,2021-02-03 18:46:03
513,Shu,43.5983,73.7614,30.0,88,90,5.99,KZ,2021-02-03 18:46:04
514,Clyde River,70.4692,-68.5914,-22.0,76,75,3.44,CA,2021-02-03 18:45:17
515,Alta Floresta,-9.8756,-56.0861,91.4,58,40,2.3,BR,2021-02-03 18:46:04
516,Comodoro Rivadavia,-45.8667,-67.5,75.2,38,75,17.27,AR,2021-02-03 18:46:04
517,Beira,-19.8436,34.8389,68.0,88,40,9.22,MZ,2021-02-03 18:46:04
518,Borba,-4.3878,-59.5939,85.35,75,23,3.38,BR,2021-02-03 18:46:04
519,Odesskoye,54.2111,72.9651,15.22,96,75,6.15,RU,2021-02-03 18:46:04
520,Klaksvik,62.2266,-6.589,30.2,93,20,1.14,FO,2021-02-03 18:46:04
521,Santa Maria,-29.6842,-53.8069,81.03,80,100,8.37,BR,2021-02-03 18:46:04
522,Arman,59.7,150.1667,-2.06,81,100,19.57,RU,2021-02-03 18:46:04
523,Oga,46.4631,10.347,48.0,87,75,17.27,IT,2021-02-03 18:46:04
524,Lebedinyy,58.5167,125.5167,-27.63,82,100,8.05,RU,2021-02-03 18:46:05
525,Yumen,40.2833,97.2,25.92,73,8,13.73,CN,2021-02-03 18:46:05
526,Kati,12.7441,-8.0726,87.8,14,0,5.75,ML,2021-02-03 18:46:05
527,Lieksa,63.3167,30.0167,12.29,94,100,13.13,FI,2021-02-03 18:46:05
528,Rocha,-34.4833,-54.3333,67.78,96,100,10.27,UY,2021-02-03 18:46:05
529,Nanchong,30.7951,106.0847,53.58,64,68,0.96,CN,2021-02-03 18:46:05
530,Elko,41.0002,-115.5012,37.0,59,99,17.0,US,2021-02-03 18:46:05
531,Troitsko-Pechorsk,62.7084,56.1964,3.49,94,83,5.17,RU,2021-02-03 18:46:05
532,Kavieng,-2.5744,150.7967,83.07,69,100,6.38,PG,2021-02-03 18:45:31
533,Axim,4.8699,-2.2405,80.74,80,98,8.28,GH,2021-02-03 18:46:05
534,Napasar,27.9667,73.55,64.09,28,100,9.66,IN,2021-02-03 18:41:15
535,Sakakah,29.9697,40.2064,62.6,39,0,6.91,SA,2021-02-03 18:46:06
536,Rawson,-43.3002,-65.1023,90.09,17,3,11.9,AR,2021-02-03 18:46:06
537,Shellbrook,53.2168,-106.4011,5.0,78,90,14.97,CA,2021-02-03 18:46:06
538,Doha,25.2867,51.5333,66.2,68,0,8.05,QA,2021-02-03 18:46:06
539,Bourail,-21.5667,165.4833,75.4,88,92,9.08,NC,2021-02-03 18:46:06
540,Paka,4.6374,103.4368,73.4,94,98,3.44,MY,2021-02-03 18:46:06
541,Pacific Grove,36.6177,-121.9166,54.0,66,1,5.75,US,2021-02-03 18:41:09
542,Leo,11.1,-2.1,83.95,14,0,4.59,BF,2021-02-03 18:46:06
543,Teknaf,20.8624,92.3058,62.31,62,0,6.93,BD,2021-02-03 18:46:06
544,Araouane,18.9048,-3.5265,70.56,21,0,2.53,ML,2021-02-03 18:46:06
545,Esil,51.9556,66.4042,28.27,98,100,10.27,KZ,2021-02-03 18:46:06
546,Cacalchen,20.9833,-89.2333,75.99,41,20,4.61,MX,2021-02-03 18:46:06
547,Muzaffargarh,30.0754,71.1921,55.4,76,40,10.16,PK,2021-02-03 18:46:07
548,Baicheng,45.6167,122.8167,-9.2,80,0,8.05,CN,2021-02-03 18:46:07
549,Labuan,5.2767,115.2417,77.0,94,20,3.44,MY,2021-02-03 18:46:07
550,Bentiu,9.2333,29.8333,87.85,16,0,2.86,SS,2021-02-03 18:46:07
551,Sorong,-0.8833,131.25,81.39,79,100,12.21,ID,2021-02-03 18:46:07
552,Turayf,31.6725,38.6637,59.0,51,0,12.66,SA,2021-02-03 18:46:07
553,Kirakira,-10.4544,161.9205,78.71,89,100,16.91,SB,2021-02-03 18:46:07
554,Constantine,36.365,6.6147,56.19,44,93,4.56,DZ,2021-02-03 18:45:51
555,Korba,22.35,82.6833,57.83,35,0,2.44,IN,2021-02-03 18:42:07
556,Siauliai,55.9333,23.3167,19.4,93,99,1.14,LT,2021-02-03 18:46:08
557,Aknada,42.4016,46.1723,32.13,78,100,5.59,RU,2021-02-03 18:46:08
558,Benguela,-12.5763,13.4055,76.66,78,30,6.46,AO,2021-02-03 18:46:08
559,Linjiang,41.8069,126.9078,-4.31,85,17,4.32,CN,2021-02-03 18:46:08
560,Areosa,41.7178,-8.8571,54.0,93,20,13.8,PT,2021-02-03 18:46:08
561,Cordoba,-31.4135,-64.1811,82.0,53,40,9.22,AR,2021-02-03 18:45:26
562,Vardo,70.3705,31.1107,30.2,74,75,46.04,NO,2021-02-03 18:46:08
563,Beeskow,52.1667,14.25,46.0,93,100,8.23,DE,2021-02-03 18:46:09
